"estdepartureairport","estarrivalairport","flights"
K1T7,"4XA2",1
LSZK,LIPB,1
"2AZ3",KPAN,1
ENGM,EDCX,1
LKPR,LFPC,1
K3A4,KSOP,1
K1F4,"1TS3",1
LIPN,LIDA,1
LFOP,LFOI,1
EDDV,EDMS,1
KFZY,NY19,1
EDRF,EDRF,7
"91TA",KTKI,1
LIEO,EDDV,4
LSMP,LSME,3
ZUCK,ENGM,1
KREI,KREI,2
MA72,K47N,2
KDTO,KSNS,1
KPIE,KHYA,1
"6MO2",MU00,1
SBSP,SBKP,1
EDDB,EDOH,1
EDXJ,EDWI,1
KHFJ,KCMI,1
KC77,"1IN5",1
KPDK,KBFI,2
EDSB,EGLF,1
YNSH,YGYM,1
KTYS,KSGS,1
KHWO,"7IS2",1
"96WA","1WA6",1
"34IL",KSPI,2
MA36,KPVD,1
KOWD,KIAD,1
KGEZ,"11II",1
KCPT,KNFW,1
KRDU,"1AZ2",1
KIWA,AZ63,10
NK53,LEMD,1
"49NY",NH78,1
YBCG,YCHB,2
"67GA",KECP,1
KMAN,"1ID3",1
KFTW,AL72,1
EPMO,ESKN,3
EERI,EERE,1
FD89,"14FL",1
LSZB,LSZA,1
LIPE,LOWG,1
"40KS",KMKC,1
KVPS,"6LL6",1
LILI,LIMZ,2
LYBE,LCPH,1
CYHU,KHPN,1
KMDQ,AL93,3
KRDU,KDAB,1
KMGE,KSSI,1
ESKN,LIME,4
"44OR",OR51,1
"51WA",WA42,1
KLAS,KCGF,2
KXLL,"0NJ6",1
EDNL,EDTF,2
"10TE",TA55,1
KCPU,KGOO,1
K8G2,"51NY",1
IL93,"4LL1",1
"70MN","37MN",1
KMRY,KBUR,1
VHHH,EGGW,1
KPIE,KGAI,1
II85,"3II9",1
LSZL,LSZB,1
KFDK,"5PS5",1
SEAS,KBOS,1
"76MI",KGRR,1
K9A1,KLZU,1
K57C,WI62,1
WN53,WN53,1
LIPO,EDDH,1
VHHH,RJAH,1
KLAX,"91OH",1
K8A1,KDCU,1
KFFZ,"2AZ7",4
LFLL,LDSR,1
RKSI,YMML,3
KSGF,MO52,1
KC02,KPWK,1
CYYZ,"20GA",1
VA62,KFDK,1
KDVO,KPVF,2
KFRG,PA49,1
EDBM,EBLG,1
TVSA,KMIA,1
EDDS,EDEW,1
KALN,KTTN,1
FL84,KEFD,1
LKVO,LIRF,1
KCPM,KTOA,2
"7XS6","7XS6",1
CYHM,CYHM,2
ETWM,EDLS,1
LFQU,LF52,1
EDTH,EDGT,1
LGIR,LFQQ,1
SBLS,SDBA,1
PS25,KN71,1
KLGB,KSQL,1
KTUL,"4KS1",1
KSMO,KSEE,3
LGRP,EBLG,2
KIAH,GA35,1
EPKT,LHTM,1
KFTY,KHWO,1
KDTS,KHOU,1
TN97,"9TN9",1
CA16,KMYF,1
FA30,"0FD3",1
KCMH,MA52,2
KEWR,K3A4,1
KTEB,K7M5,1
EETN,EPKT,1
"5NK5","0NK1",1
CSE4,CYHU,1
EDDV,LEMH,1
KIAD,VIDP,2
"6GA0",K06C,1
EDDL,GBYD,1
TS90,TS90,1
OH74,"0OH9",1
KMKC,"6NA2",1
KUAO,KONP,2
KAFW,KBAZ,1
LIRF,"51GA",1
KDTW,KSAV,1
KS36,KBFI,2
KBOI,"04WA",1
EDDF,EDDP,1
EDLN,LSZV,1
CL33,KMYF,1
"8MA4",KPVC,1
LIBC,LIPE,1
LIEE,EDTB,1
KHOU,TS53,1
LGRP,EDLP,1
EDFU,EDFG,1
KMIA,LTBW,1
RKUC,RJBB,1
FL59,KAGC,1
"67WI",WS72,1
CA73,"71CL",1
KMWL,KMWL,1
LFAT,EGLM,1
KXLL,KIAD,1
KCMH,EGHI,1
WN92,WN54,1
KHOU,"2MI9",1
YSMB,YSHW,1
LFPB,LFED,1
KLPR,"6NK8",1
KJFK,EGLF,1
KLAF,K3CK,1
ESGG,LIPQ,1
"55NY","3NK4",1
KMKC,MU07,1
KADW,"2VA6",1
KAPA,"8CO0",1
KPWK,KUGN,2
IL29,"1LL0",1
EGMC,LELH,2
KSDM,KAPC,1
EDLB,EDLW,1
K52F,K1F4,1
KMKE,KLUK,1
"2PA7",PA69,1
KI86,KI86,1
LIRP,ESKN,1
"40IN",K7I4,1
KPDK,KHUA,1
TA63,KJWY,1
EIME,EIAB,1
KMOD,CA04,1
NH78,KEWB,1
KEWR,"60NJ",1
"02MD",KBWI,1
VHHH,RKTU,1
"0AR3",KASG,1
OI06,KLGA,1
K9G3,"8NY3",1
OR81,"64OR",1
LFPB,LFST,1
PS66,KFKL,1
"3AR7",MO64,1
FA49,FL97,1
XS03,KATW,1
KESN,MD53,1
KBWI,KJYO,1
EGBW,EIKY,1
KFXE,KOCF,1
KPHL,KFXE,1
TA22,KT67,1
LFJH,LFCL,1
LKPR,ESGG,1
KO27,KSAC,1
LZKZ,LJMB,1
KXNA,KCOS,1
EDDG,EDDL,1
EKKA,EGPK,1
CYKF,CPN8,1
KSAT,"8GA9",1
KMTN,KXSA,1
KPRC,KPVU,1
XS30,KHQZ,1
"83TA",KGKY,1
EDMO,EDMA,1
KIND,KY70,1
EFTP,LHBP,1
CL01,KRHV,1
KCGS,MD43,1
PN68,"0PN0",1
"7TN3",KMBT,1
KSNS,"3CA7",1
LKMT,LKLT,1
EDPA,EDGI,1
EGOS,EGWC,1
ESKG,ESOW,1
EGKB,EDJA,1
KXLL,PA35,1
KROG,KRYW,1
KATL,KMCF,11
KMSN,KTEB,2
KIND,II36,5
LOWW,LEBL,38
LEBL,UUDD,17
EHMZ,EHMZ,8
VIDP,VAPO,100
KATL,"71MI",16
KLAX,KSFO,272
KHEF,KTTA,1
KEWR,KMCI,26
KMMU,EIDW,2
EGPH,LIPZ,7
LIPX,UUDD,7
LEMG,EBBR,15
EPWA,EPKK,16
KIAD,EDDF,28
SC78,KGMU,1
KCAE,KIAD,29
KDTW,"0GE0",16
KTEB,KMVY,18
KVPS,"80GA",32
EIDW,EGCC,70
"3VA4",K2W6,1
EDDC,EDDF,32
KADS,TA61,1
KATL,"6II4",6
K9X1,KCMH,6
KPNE,KMMU,4
OEAH,OERY,1
KDEN,KPAE,14
KORD,KOAK,11
"29OR",KHIO,11
KSGJ,KFXE,1
KCOS,KAFF,12
EDDT,EIDW,14
KPUB,K7V9,3
"51VA",KMTN,1
KJFK,KMSP,24
LIRF,LLBG,26
KLAX,KDWH,39
KORD,KAKH,57
LFTM,LFXA,1
EKCH,EKYT,98
EDDF,LIMC,50
KDFW,CYVR,21
TXKF,EGKK,5
UUEE,EDDH,14
KSFO,KBOI,30
"87IL",KSGF,1
PANC,KORD,100
LSZH,KJFK,23
KHHR,"85LL",1
LFLL,EBBR,11
EYVI,EDDB,1
KTPF,KTPF,53
CYYC,KPHX,13
YMES,YSRI,3
KATW,KROG,1
WN61,KSFF,2
EGLL,KJFK,125
KSTL,KPHX,37
KCMH,CYYZ,26
EGLL,UKBB,4
VABB,OMSJ,17
KFDK,FA09,1
KMDW,KXNA,2
GCXO,LEBL,16
EVLA,EYKS,1
ZGGG,WMKK,6
EKCH,EPGD,25
FL46,"5FL4",2
KHND,KU30,23
KORD,MI67,1
KEVB,KMCO,1
AL62,KECP,1
LIMS,LIPL,1
EGPF,EGKK,31
OERK,VABB,15
KDFW,"3CA9",4
KDFW,"49FD",11
K50F,KFTW,9
KROC,NK54,2
LSGL,LSGB,6
KACK,KORD,1
OEDR,OEDR,12
"02IN","38II",1
KUNI,K22I,3
KLAX,KIPL,9
KMLE,KMLE,59
KBOS,KRDG,1
KPHL,KLAX,51
EGLL,SBMT,8
EGKK,LFNL,2
KPHX,MD43,1
KHEF,KBWI,6
NZWN,YSSY,22
EKYT,LEBL,2
RKSI,PANC,45
"30TA","2AZ7",1
EDMA,EDTU,1
KHOU,KFTW,12
IN43,KSUS,1
LEBL,RKSI,5
EGSS,GCTS,7
SAEZ,LIRF,6
KDAL,KSLC,3
EDDK,LOWW,45
"6FD7",KVQQ,2
KBOS,LEMD,10
LTBA,LIMC,4
KRFD,KORD,1
WS17,KMKC,1
PA68,PA68,2
KSDL,"19AZ",4
"97KS",KOJC,9
KSTS,KO69,7
CYXE,KMSP,13
LOWW,EGKB,3
EGKK,ENUL,6
EKAH,EDDM,3
K1V6,KAPA,2
KHIO,OG02,5
KPDX,KSAC,1
CYYZ,CJL5,1
RPLL,EGLL,5
KYIP,"4MI3",1
PANC,KSJC,1
KPHL,KIAH,11
YSBK,YMEN,6
KJFK,KSFB,2
KACK,KMMU,2
LIPB,EDDK,1
KDFW,K7T7,1
LGIR,LFBD,3
RCTP,ZUCK,14
KDEN,"03WA",7
EGTF,EGHH,1
ESGG,ESSE,8
KLAX,KAPC,4
"8TX7",SC97,1
KRAL,KBNG,1
KCEW,K54J,2
VTBS,YSSY,14
LFPG,KSFO,23
EPGD,LGAV,2
LSGG,LYBE,1
KORL,KTPA,5
KTPA,"1OA5",2
LFOB,LFMU,1
KCBF,KHPN,2
KNZY,KSNA,1
KHYA,KMMU,2
WV22,KPNE,1
LIME,LIPE,6
KPVD,KLDJ,5
"2AZ3",KPHL,1
LEGE,EGAC,1
LSZB,LYBE,1
KBWI,KATL,4
K39N,"23PA",1
EGSS,EDTB,4
"0AZ5",KFFZ,7
LOIK,LOIK,3
NZAA,RPLL,3
VTBD,ZUCK,23
KATW,KATW,11
KEWR,KSFB,2
KM17,MU12,2
LFPG,LMML,9
KDCA,KPHL,12
AL41,AL62,3
KMSP,"75NE",1
KSDM,KREI,3
KSUS,"0MU8",3
KCLT,"01FA",1
EDDK,LPFR,8
KWVI,KGOO,1
KCBF,KSBM,1
KTPA,"8FL1",1
EDDH,LIMC,9
K2W6,K2W6,19
"5AK5","48AK",1
KDCA,KSDF,12
KJYO,KTHV,1
KGRR,"60MI",2
KBID,KRDG,1
EDHE,EDXR,1
MA72,RI11,1
"08FL","95FD",2
KGYY,LL97,1
EKCH,LSZM,8
LFPO,EKCH,7
LIME,LKTB,2
KRYY,AL72,2
CYKZ,CYKZ,6
KCLE,KFTG,11
KTOA,KSNA,9
CYYZ,KSFO,32
LSZM,LFRS,4
SBBR,SWJX,1
KCPS,"04MO",1
KORD,KMIA,18
KLAX,"20GA",4
FACT,EGLL,5
YSSY,RPLL,12
KRIR,KL22,1
KPHL,PA40,7
KBUR,LL22,1
KO61,KSQL,4
KHOU,"3CA9",3
KFRG,"03NY",9
KLAS,KLGF,3
EDDV,EBLG,5
KVAY,KVAY,14
KOGS,KORD,1
EPKT,EGBB,2
KBDR,CZBM,1
EFTU,LIMJ,1
UKBB,EHAM,14
KINS,KVGT,3
KJKJ,KMSP,4
GA16,"0GA0",1
EGNT,LEMG,11
TX40,KDFW,5
CT52,KBDR,1
KBFI,WA96,2
LIEO,EGLF,5
PANC,KBOI,1
MO65,KMRB,1
LEMG,EDDL,20
II13,IL13,1
"6FD6",FL97,14
KDEN,"3CA9",5
KPTK,KDET,3
KJYO,"71NC",1
SC34,KGYH,1
KFKL,"13PA",1
KFYV,"1TE4",1
"25GA",KSEA,2
"8MD7",KDCA,2
CYML,CYUL,1
VHHH,NZAA,15
KHHR,KSAN,2
LIPO,EDTY,2
RJFF,RPLL,9
LFKF,LIEO,1
KISP,KFLL,5
KMDW,"7PS7",10
RPLL,OBBI,5
KEWR,"07KY",18
"5OI0",KHAO,1
KBUF,"4NC3",1
LSZC,LHTL,1
MN87,KMIC,5
"0NY1",K0G7,1
KANP,"3MD8",11
VOBL,EDCT,5
KFYV,"67AR",1
SC34,SC32,1
KGIF,FA49,1
EDJA,EDNP,2
"56WI",KMKE,1
ETHN,EDLI,1
EBCI,LEMP,1
"64CL",KBUR,1
KMDW,K2G2,1
KSGR,KASG,1
LEBL,EGPH,7
KGOO,KCIC,1
KBWI,CNQ4,1
EBLG,EFHK,4
EDNE,ETHA,1
KIAG,OI32,1
"01FA",KDTW,1
KDFW,"4IS7",4
LFFZ,LFPL,1
UUWW,UWWT,1
KOZW,KDPA,1
TS53,TA65,1
RKSI,LSZH,2
KHSV,KFLL,1
KACK,KMMK,4
KEWR,NY67,4
EDDH,EDJA,1
KAVP,KORD,2
EIDW,EGHQ,7
KHEF,NY72,1
KJFK,LKVO,6
EDDL,LIEE,2
KSMF,CO56,3
KDVO,KDVO,4
"7AL2",GA36,1
AL18,"60CO",1
KMYV,CA92,1
LIPA,LIPD,1
SAEZ,SLVR,6
ELLX,EDRN,1
KCRQ,KLGB,11
EDTP,EDSG,2
CYMX,KBKL,5
KAPC,"0CO6",1
FL84,KHHR,1
PAMR,"78AK",1
UKBB,EDDS,1
LKPR,EDDK,9
IA30,KOQW,3
KMSN,KSTE,3
KTPA,KPVD,4
KJFK,RJTL,1
LOWS,EDDB,7
KROC,"6NY3",1
"9CL2","63CN",1
MN41,KFBL,1
KMSP,WS25,1
LFRS,LGRP,3
LIRP,LKVO,1
KSDF,CYHM,5
KOAK,CYYC,2
KTTN,KSGS,1
"2VG7","5PA2",1
CAH3,KBLI,1
KFRG,KMMU,2
KUES,KGRB,3
EDLT,EDLH,2
YBAO,YSBK,3
ENZV,EYKA,1
LOWS,EGJJ,1
IA35,KMSP,1
KBKL,KMDW,1
KPIT,KBWI,2
KHYA,KPHL,1
KMDW,KY47,1
KBFI,KRIR,10
EDVW,EDFC,1
KBDR,KHYA,1
SN83,SN83,4
CYOW,CYMX,6
KHMT,KCRQ,6
GA53,NC16,1
JY39,LL24,1
KSEE,KREI,4
LKZM,LKPD,1
KPNE,KLCK,2
EGML,EGML,10
KPMP,GA92,2
GA53,"98GA",1
KBWI,KMKC,1
EGGP,LKLT,1
KLVN,KMIC,2
KCDC,KRNO,3
KLGA,KOMA,6
KENW,KRID,2
KPHX,K9X1,5
"9CL2",KSAC,1
KDEN,KGYH,1
KSLO,KENL,1
KDVT,AZ64,3
KIAH,TS53,5
CT20,KMVY,1
KIND,NY28,2
"08VA","6VA4",1
KFHR,"4WA1",1
KDPA,KSUS,2
KPVD,KFTY,1
KRDU,CYXU,1
KTEB,"03NY",9
CYQB,CTA3,1
EDDB,EDGJ,2
KSAT,CO12,3
"7ND2","7ND2",8
KECP,KPAM,2
K3CK,KPWK,1
KHYI,KGLE,2
"34CO","1CO8",1
EDDH,LTFJ,9
ENBR,EPKT,1
KADS,KHOU,5
KBFI,KTIW,2
KMKE,KHNB,1
OMDB,KORD,5
FA46,FA83,3
KPMP,KISM,2
YWVA,YSWK,1
KFOE,KFOE,2
K33J,K33J,1
KORD,"15LL",1
KHWO,"40FL",2
KIIB,KGKY,1
KSAN,KCMA,2
KONP,WN21,1
EDXW,EDDV,2
EBOS,EGMC,1
KLOT,KHND,1
LFQQ,LFRS,1
EPBC,EPRP,4
KCMH,"0GE0",1
"19PA","8PA3",1
KFDK,WV22,1
LEMD,OETH,2
KE16,KHAF,5
LKKL,ESGG,1
KDPA,"6II6",1
KMCI,KMIA,3
LMML,LFLL,5
KXNA,KMSP,3
KSAF,KSGF,1
KHFJ,KSDF,1
KPHX,KSDL,4
KCAE,SC14,3
YPWH,YRED,1
KTPA,KMIA,9
"6IL2",K3CK,2
KLUK,KSGR,2
EGBB,EGNM,1
EGSH,LEPA,3
"77OH",OA10,1
KSNC,KMGJ,1
TE88,TS90,2
KSCK,KAPC,1
KSTL,MD43,6
CA39,KO69,1
EGHF,EGSG,1
K1H8,K1H8,2
KABQ,"60CO",6
NZNE,NZAA,1
KFCM,KGRB,5
TXKF,"51GA",3
KBWI,"0PS7",1
CA35,KSQL,1
K71J,GA35,1
KSKA,KSFF,2
KAWO,WN53,2
KHVN,MA55,1
KDAL,LSGG,1
KSFO,"81GA",2
LGRP,LIMN,3
LFML,LFKO,5
EDNL,EDNH,1
KDWH,"1TS3",1
CYYZ,KBTF,1
EINN,JY43,1
RKSI,KIAD,3
LMML,LIPE,2
KMIA,KHFD,1
"8TE7","9TX4",1
LIPM,LIEO,1
KCLT,XS89,5
"79CL",K2O1,1
KDAL,"2XA7",1
"50AK",PAMR,1
KCLT,NK04,1
KIGX,K5W5,1
"1NY5",KFRG,1
KDCA,KSAV,1
KBKL,KGRB,1
LFMQ,LIRU,1
K9X1,KIAH,5
"4MO0","6KS5",1
SDAF,SBSP,2
KORD,"8II3",7
LL40,KMDW,1
K1B6,KOWD,1
KVCB,CA88,1
LGAV,LIPH,1
LIMC,KORD,1
"0CN2",KSAC,1
KMSP,KCGF,1
KCQX,CT29,2
"9IS9",FL97,1
"71KY",FD83,5
KHOU,KTKI,1
ZGSZ,RCKH,2
KDPA,WS17,1
CT09,KDCA,1
"65CN",KSFO,1
EPMR,LEPA,1
KSYR,CT48,1
KFRG,MD61,1
"01FL",KORL,1
EDDF,"4GA6",1
EDKF,EDKP,1
KRDU,KPVD,1
OLBA,LTBA,1
KOAK,NZAA,1
"2PA6",MI53,1
K47A,KTYS,1
KDHN,"6FL2",1
YMMB,YLEG,1
FD77,"79FD",1
EIDW,LFDT,1
KATL,LL18,1
KOCF,"6FD7",1
KLCK,KEWR,3
KX39,"31FL",1
EDDV,LTAB,1
KBFI,WN40,1
"8CA0",KL35,2
KOMH,VA45,1
KCMI,KC16,1
KDVO,KSNS,1
EPPK,EDAY,1
KYIP,KRMY,1
KHGR,"5PN5",4
LFPG,LE85,7
KGRB,"4GA6",1
MA72,KOWD,6
"7TN3","1TN0",4
FL16,KGMU,1
LFPV,LFOE,1
KATL,NY67,1
EGNL,EGNL,1
KCRQ,AZ67,2
LFKJ,LFKF,1
KHGR,KBWI,9
"4NJ8",KFDK,1
ESSB,ESSE,1
KORD,IA15,1
KTPA,KHSV,1
KBWI,KPSF,1
KVLL,K45G,1
LETO,EBMB,1
KMSP,KROG,1
KMSP,"5TX6",2
CYOW,CYQB,2
OMDW,EHAM,3
KLXT,K6D6,1
LFNR,LIMC,2
EDAM,LHBP,1
KLNN,KPTK,1
KLVK,KLHM,1
KT54,KF35,1
KBPG,KFTW,1
EIDW,EGPG,2
EDDL,KBOS,1
ID26,KMAN,2
YMMB,YCWS,3
KSAT,LL22,1
"17TE","9TX5",2
"9TX5","17TE",1
KFWA,KSDF,1
"41KS",KASG,1
KIAH,KFYV,1
KTYS,KCDW,1
EDXB,EDXJ,1
KSEA,"7PS7",2
PANC,"1AK6",9
KCGE,"7MD8",3
CL56,KVCB,1
"35FA","6FL3",1
SLCY,LEMD,1
KMZJ,"1AZ0",1
K39N,KABE,1
"49OH",KSFO,2
"5OI0","77OH",1
KTAZ,KTAZ,1
LFPB,LOWW,3
"65WI",WI78,1
EGGD,LPCS,2
KALB,KCXY,1
KJFK,"17FA",2
EPWA,LIEA,2
KABE,"2PA0",1
EGNY,EGCS,1
LGIR,EGTU,1
LGIR,EGBE,1
CYUL,KCRQ,1
KLGB,KTVY,1
KAFW,K0F2,4
KOAK,WA69,1
KGNV,KPLK,1
KDAB,KIAD,1
KAPA,KSAF,1
KI69,"77OH",1
IL57,KM71,1
KTEB,CPS4,1
LJNM,LJSK,1
LGSR,EGNT,1
"0OH9",K3A4,1
KFLL,LEBL,2
EGSP,EGNX,1
KSAV,"72GA",2
KEWR,"77PA",5
"22OR",KTTD,1
KBNA,KPWK,1
KIGQ,KMDW,1
KRYY,KTYS,2
UUWW,LSZH,1
"97CL",KCIC,1
KSGF,KH21,1
KEDU,"0CN2",1
EDKU,EDKU,2
LEPA,EDOW,1
KAUS,K5C1,1
KJYO,DE00,1
KBTL,"5PA3",1
KOMA,KMLE,1
EDJG,EDTN,1
EYVP,LGRP,2
"5CT7",KDXR,1
KJFK,FL84,4
LGKO,EKCH,3
LKKB,LOWS,1
KO69,KSAC,2
KSGF,KDTS,1
CTN7,CTN7,1
EGLD,EGHR,3
EDDS,LYBE,1
KOXR,KONT,1
KCGF,PA69,1
ENGM,EDCT,1
KFRG,K4N1,1
KCLT,KMTP,1
KMDT,KFTG,2
KTKI,XS70,1
KRBD,KAPC,1
KHWV,KLGA,1
KDAL,XS74,1
"57FA",SBKP,1
KAPA,KMSP,1
"5LL5",KLAS,2
KSGS,KLNK,1
"09FA",KSPG,1
FAOR,ZGSZ,3
KRJD,KANP,1
KTYS,KSFB,3
KSAN,"61CL",2
KSEA,PN37,1
SBVT,SIVJ,1
CYYZ,EGGW,1
KRNT,CYYJ,1
KLVJ,"3TS3",1
KMTN,KCOS,1
NZRT,NZWM,1
KHND,"68CA",1
KSJC,UT40,1
KHEF,KAPA,1
KOWD,MA16,1
KVGT,KAJO,2
KSDL,KOMA,1
KLPR,"8OA9",1
EKBI,EKAH,1
KHYI,"2XA5",1
KTOA,"4CL4",1
K1B9,KROC,1
TE02,"8TS5",1
KMHR,KSNS,3
KTOA,"64CL",2
KTOA,"0CA3",1
"70KY","0KS3",1
EGNP,LEMU,1
EGNO,EGGP,1
KCMH,"4NK1",1
KIAH,KOFF,1
MMML,"23CN",1
PANC,"71AK",2
LSZC,EDDN,1
SC24,KCEU,5
KMCI,TX05,3
"4OI7",KDFW,1
KJHW,KBED,1
KHOU,"62TA",2
KABE,KMMU,2
EBAW,LSZH,1
EGNJ,EBAW,1
YMML,ZUCK,2
KDAL,"14XA",1
K1H0,MO35,1
KFYM,AL34,1
KSKA,"60CL",1
KPWK,"68MI",1
K3O1,KOAK,1
LFGA,LOWW,1
VOAR,VOAR,1
LFOB,LEPA,2
KMKE,K02C,1
"38OI",KVTA,1
KLAS,WA05,1
KARR,KRYV,1
EDFE,EDDL,1
KBPG,KDAL,1
KPDK,FD08,1
KCHD,KCGZ,2
KLNK,K93Y,1
"27CL",KSNA,2
KDAL,KOFF,1
KMTN,KROG,1
KRVS,TA37,1
KILG,KPDK,2
CYHM,"71MI",1
KBAK,KI74,1
KOPF,FD83,1
GABS,FAOR,1
"2VG7","3VA5",1
OR28,"29OR",2
CYYT,KBOS,1
KL70,KLAX,2
KO08,KCCR,1
KNSE,K4R4,2
ENKJ,ENRV,2
"87CO",CO10,1
KMDW,KDFW,1
CHD4,CYQB,1
IN03,KHNB,1
KGRB,MI39,1
KSNS,KM90,1
EDAM,LFMY,2
"8TN6",KSDF,1
"1II8",KIAD,1
KBCT,KPIE,1
AL33,K0R1,1
"66II","4II2",1
KTYS,KSPG,1
KDFW,"0WI5",5
LEAL,GCXO,1
EGMC,LECU,1
LKKU,LGIR,1
LIPX,ULLP,1
EDFG,EDDH,1
CT20,KLGA,1
KIND,"79II",1
"1CD2",KAPA,2
"7CL9",KMOD,1
KSQL,"0CL6",1
CRA2,CYKZ,1
EHST,ETWM,1
LOWK,LIME,1
LSZM,LKKL,1
K06C,KGYY,1
KSDL,KE16,1
GA00,KLZU,1
KE16,CA88,1
PAMR,"1AK6",1
KJFK,"60CL",1
LSPU,LSZL,1
ESSA,LOWS,1
"3OL8",KASG,1
CN29,KO15,1
RPLL,YPPH,1
EKCH,LIRV,1
"38CL",TS53,1
KC15,MO64,1
KMSP,"6GA5",1
LKLT,LYBT,1
"4TE9",KHYI,1
MY97,MN87,1
AL10,"5LL3",1
NH78,MD43,1
"1MA5",KFRG,1
KSFF,KUAO,1
"8IL0",II32,1
KOZR,KTLH,1
PANC,RJAK,1
IN53,"45IN",1
LSZM,EBOS,1
WN35,CYVR,1
EPSO,EPSO,1
YSCH,YCNK,2
KSGJ,KLZU,2
KSTL,KHEF,1
EGHH,EGHJ,1
LKPR,EPKT,2
OR59,KSPB,1
KAJO,KVGT,1
EGLF,EGCC,1
CA53,OR38,1
KTEB,"3MD4",1
FD74,"23FL",1
KFXE,KMMK,1
KRAL,KREI,2
"02GE",KRYY,1
"5FD7",KVDF,1
FL00,KSPG,1
"3KY7","75II",1
KHND,KSJT,1
KBMG,KFRH,1
EDDS,EDTY,1
KRWI,"76NC",1
ETNW,EDOM,1
LFBO,EHTE,1
EGNT,EGKR,1
KCLT,KFWQ,1
LFRB,LGRP,1
KIND,"02XS",1
EGCC,ESGG,2
LTFE,EGCC,1
EDDP,LMML,1
KBED,"1MA5",1
KPRC,UT13,1
KGRB,WI95,1
"9PA2","5PA3",1
KBOI,OG05,1
KLUK,CT08,1
KSTP,KCFE,1
TS85,"51TX",1
LKLT,RKSI,1
DAAG,LFFW,1
KFOK,KTTN,1
ESSB,EGGW,1
"3IA1",IA80,1
TLPL,KMIA,1
KGAI,KLOM,1
KSMF,"0CL3",1
EGHN,EGLK,1
OMSJ,LOWW,1
EDVH,EDLB,1
KLCQ,KLCQ,1
KMDH,KSPI,1
KONT,CO12,2
EDCL,EDCO,1
KSZT,KSJC,1
KVBT,KROG,1
ULLI,LIRV,1
OTBD,LOWW,1
TE13,KCVB,1
EVRA,EYMO,2
KBDN,KS48,1
PANC,PABV,3
KARR,KMTO,1
CYHM,CCV4,2
LPAR,GCLP,1
LEPA,EGTE,1
YMEN,YMML,1
EGLL,LGRP,1
EDDN,EFKU,1
YWSL,YMAV,1
KONY,K9F0,1
"82IS","3IN2",1
KORD,KNRQ,2
NY40,KBUF,1
CNJ3,"35NY",1
KCEV,KBAK,1
"48AZ","2AZ3",1
UUEE,LKSN,1
KLZU,KPUJ,1
KS78,KS67,1
EPKT,LKVO,1
"46CN",KEMT,1
EDDG,EDLU,1
KLDJ,EGPF,1
EPWR,EHEH,1
"88PA",KEWR,1
"1CD2",KBKF,1
KBFI,KNOW,1
EDHL,EDHN,2
"3PN9","0PA4",1
KRDU,"75NC",1
KYIP,K12N,1
LFPN,LPCS,1
KSUS,MO36,1
LFIR,LFBO,1
CYML,CYMX,1
"73PA",MD43,1
SC58,"25GA",1
KTCY,KWVI,1
"0XA7",KHXD,1
KTYS,KCPS,1
NZMS,NZAN,1
KCMI,KCPS,1
KDXR,KBED,1
KPTK,CYKF,1
KSPG,"20FA",1
KCUB,KMHR,1
K3CK,KUGN,1
"27XA",KFTW,1
LOWG,LJMB,1
KROA,K27A,1
SAEZ,KHHR,1
K3HO,KLOT,1
"5AL8",K1A4,1
KDFW,KBPG,1
KCHN,"57FA",1
KCPS,IS33,1
"6FD2",KX21,1
KLXT,K3GV,1
KORD,LHBP,1
EDDL,EDNL,1
LFJL,LFTW,1
EHAM,LFRS,2
KPHX,KBJC,1
RKSI,RJBB,124
LGAV,LEBL,25
KABQ,K0E0,6
LFPG,LTBW,55
KBNA,"25GA",31
KTUL,OK96,2
KLAS,KIWA,6
KJFK,LIRF,22
KIND,KIND,174
KLAX,KSAN,103
KNFG,KBNG,1
KATL,KORD,142
SPQU,SPST,6
EIDW,EHAM,71
VHHH,WMSA,9
KMRY,KAPC,2
KNSE,K12J,42
K12J,KNSE,42
LIPZ,OTHH,7
OTHH,ESGG,5
UUDD,ULLP,40
LFPG,UKBB,28
EGKA,EGLD,1
LEBL,EGCC,34
YSSY,YMUR,17
KIAD,"14VA",1
KGMU,KCUB,3
KPDX,OR02,2
VABB,EDKB,1
VTBS,VABB,51
KORD,KXNA,66
EGSS,LGRP,11
LEPA,EGCC,35
ESSA,ESSA,17
EIDW,ELLX,9
YWBN,YWBN,13
CYOO,CYMX,1
LEPA,LEMD,79
EDDF,EBBR,39
KSEA,KIAD,42
KSEA,KORD,105
KHIO,WA46,2
KDFW,CD14,9
LFMY,LFLP,1
LIME,UKBB,9
KRDU,"87NC",9
KBNA,KHWO,14
KPDX,KDWH,6
KERI,KSRQ,2
KLGA,KCLT,91
EGAA,EGCC,29
EGKK,LDSP,5
YSWG,YSSY,56
KSNA,KDEN,25
KUAO,"18OR",4
KSAN,KPHX,84
WV21,KJYO,3
SBBR,SNFF,37
LFLC,LKVO,1
LPPT,EGHH,1
PANC,RCTP,25
KLAX,KCMH,15
CYVR,RKSI,16
EDDF,"57FA",1
FL62,FD86,4
KFTY,KLAX,2
LIME,LIBR,21
KSBA,KPHX,10
EGLC,EGPH,32
EPWA,UKKK,11
KFLL,KHOU,22
LFPG,EGKK,35
LKPR,EDDM,21
OTHH,VABB,27
