"estdepartureairport","estarrivalairport","flights"
"1TS8",KE01,1
KRNM,KCRQ,18
CYHU,CNL3,8
KBTV,"12ME",1
EHAM,KSEA,14
ETHN,EDMS,1
KFLL,KJQF,2
KFXE,KDAL,2
KMKE,K9X1,4
CPC2,CNL7,3
TX92,"5TE2",1
KADS,XS60,2
"0NC1",KAVL,4
XA23,KIWS,2
LIMC,ENGM,13
YMMB,YMNG,10
KBNA,KMDT,2
KROC,KTTN,1
KILE,KCVB,1
CA16,CA60,1
KSAV,"3GA7",3
KHWO,FL77,5
"6XS7",XA34,1
KLGB,KDEN,21
CYEG,CYXX,16
KX21,FD09,1
LIPE,LD57,3
XA40,KSSF,1
"1ID3",KGEG,2
"4XS8",KEDC,1
KDTW,MI95,1
KDYB,KCHS,18
EGSS,LEMP,8
KMRB,KPHL,1
KDCA,AL16,17
"0LL5","3IS1",1
KDFW,KPWA,1
KRKD,KAUG,1
KMCI,KEWR,12
ESMT,LSZG,1
LICZ,LIMC,10
KBJC,KPWA,3
KSMQ,KBLM,1
KDTN,KL83,1
KBOS,KPDX,11
KHND,KPHL,1
KJQF,KJWN,3
LFRS,LIRF,10
EDDK,LIPE,7
"10OK",KTIK,3
KMVY,KBED,22
KPDK,K9A1,6
KSWO,OK49,9
CYVR,KBFI,17
KPWK,KMGW,1
EGBW,EGBJ,1
KBVY,KIAD,1
"20GA","20GA",3
KSBP,KNKX,1
CYND,CPR5,2
FAHG,FAGM,3
EINN,LFMY,1
KRZR,KTYS,2
SDVH,SBSP,2
LDZD,LOWW,4
KIZA,KLPC,1
"4PS4",KLOM,1
LSZH,KDEN,2
"6NC8",KMWK,1
NZCH,NZRT,7
KMQJ,KBAK,6
UUBW,UUBW,2
CN29,KSCK,1
KXLL,KXSA,1
KPHL,KLOT,1
"2MD4",KLNS,1
CYYZ,KCVG,14
LFRS,LKPR,3
ELLX,EPWA,7
KUUV,K27K,1
TE85,TX49,1
KMHR,KSJC,5
KAVP,KSGS,1
KCRP,KT69,2
KMCO,KCLE,10
EDFM,LFMN,2
AZ86,KSDL,3
KC03,NE42,1
KMHT,KBED,4
CSB3,CSR3,2
KF30,KRBD,1
KDFW,SKBO,3
K05C,KEGQ,1
KDAL,KADS,3
XS31,XA16,1
KGAI,"2VG7",1
EDDF,KSTL,3
"67GA",KWDR,2
KPDX,KVUO,2
KDCU,"94KY",1
KTPA,KNTU,2
PAMR,"20AK",5
KJAX,KIAH,2
KAVL,SC50,3
KACY,KCRE,2
KLRO,SC06,1
KPIT,KHPN,3
KRDU,KDAN,2
K0A7,KLVL,1
KMFE,KHOU,1
KOSU,VT03,1
KLBT,KTTN,1
KFRG,KOPF,3
EHRD,LICJ,2
LSZH,LFPB,5
"8IA2","4IA8",1
DE10,DE10,1
KYIP,KAGC,1
EDDG,LSZH,3
LTFJ,LW75,2
"13IA","13IA",2
KGSO,KGWW,1
EPMO,LEMD,4
KPAE,KRNT,4
KDPA,"2WI4",1
KSFO,K4SD,7
KACK,KBNA,3
KFYV,KUMP,1
KAGC,KN57,1
KSAT,KAFW,3
NZOI,NZMZ,1
KMSL,AL40,1
K6I6,KI23,3
VECC,VTBD,4
KL45,KBFL,2
EDDV,LBSF,1
"21XS",KAUS,6
KHVC,KM34,1
KENW,KCLT,1
"75XS","53TX",5
KTEB,"7TX7",1
"34IN","43OI",1
KSPG,FD77,1
KIKV,KCBF,1
KBLM,KOPF,2
KOMA,KONT,2
KMLB,EGKK,3
KBFL,KBUR,6
"1AL8",KDCA,3
KDCA,KOAJ,3
KPTK,KDAL,1
KMTW,"8WN8",1
"5II9",KFWC,1
KAGC,KPVC,1
EGNY,EGCJ,1
EGBJ,EGBS,3
KLAX,MMTJ,1
EDDG,EDDB,2
K2H2,MO64,1
KPTK,KBTL,1
EDDL,OMSJ,1
KGSO,NC65,2
KTAZ,"25IL",2
KHIF,KSLC,1
NE39,KBTA,1
LSGG,LIRA,5
ESCF,ESCF,14
KLAN,KPDC,1
KPTK,KFOK,4
KIJD,KHPN,2
KMYV,KAPC,1
K1N7,K1N7,24
LHPR,ETSI,4
LFOK,LPPR,2
EGSS,KIND,1
K1M9,TN53,1
KFFT,K0I8,2
KFLL,KPOB,1
KCGI,KCIR,1
KFNT,K3CM,2
LFJR,LFOD,1
KIND,"64FA",1
KYIP,KMDW,3
KRAC,KMWC,2
KORD,KBMG,1
EGHH,EGUD,1
"8FA4","8FA4",2
CYCL,CYSJ,1
EDFY,EDFQ,1
EDHF,EDLI,1
LIEA,LIQG,1
OH44,"2OH4",1
KRBL,"98CL",2
II55,"3II1",1
KLEE,FA49,1
KADS,K1O8,1
CYYJ,CAP3,2
EGPE,EGNX,5
KC83,KSQL,5
KTYS,AL16,4
KBDR,KISP,2
YMMB,YNGB,2
KLAX,K9F9,1
KJVY,KSTP,1
KDVO,KUKI,1
KTEB,KFXE,7
KTEX,KLAS,1
KCRP,"5TX6",6
TS47,K9F9,1
EDDK,LFMD,1
EINN,EICK,1
KSBA,KBNA,1
LTFE,LTAI,3
YGTH,YPAD,1
KSFO,KPVU,3
KSVH,KTEB,2
"7TS4",KAPA,1
KILG,KMCO,3
LEBL,LPPD,5
KMIC,KSPF,1
CYWG,CMF2,2
LEMG,LEXJ,1
EDDN,EBBR,1
KBVY,KLEW,1
EDDN,EDDS,5
OH90,KADG,5
KPBI,KBOS,18
"18PA","0NJ6",3
NC03,NC79,2
PN64,KLBE,1
CT66,KMMK,1
KSQL,KHAF,2
KFPR,FD48,1
EDQG,LEPA,1
KISM,KX50,1
KGRR,KDPA,2
LSGC,LIMF,1
KIAD,"4VA8",1
KSLC,"28WA",1
LOWI,LEPA,3
KPWA,K1K4,2
KPSM,KPIT,1
KCMA,SN59,1
EGGW,LIML,1
YPAD,NZAA,4
ETMN,EDOJ,1
RJFR,RKRB,1
"9NC3",K18A,1
KSMO,KSLC,1
RPLL,KJFK,3
KPHK,FA44,1
NA17,KFAR,1
KSTL,KIPT,1
EVLA,EYKL,1
KCKZ,KXLL,2
KLOT,K9F9,1
K74S,KPAE,1
OI99,OA10,1
KANE,K3GM,1
CYCD,KBFI,2
KGTU,"93TS",1
KSEG,"3PA6",1
LFST,EGKK,2
KTTN,KSBY,1
KSAT,"8TA0",1
LIRZ,LD57,1
KBAX,KOZW,2
EPWR,EPLU,1
KFCM,KPIR,2
CYYB,CYRO,1
LFRV,LFRK,1
KGMU,SC96,5
KDOV,DE10,1
EDQF,EDAQ,1
KLAS,KSRQ,1
KFTW,"0TX0",1
VECC,VOTV,1
EKRK,EDDP,1
KEZI,"2IL3",1
KMQS,KHZL,2
EBMB,LICZ,2
KBKF,CO02,1
OOBR,OOBR,1
KCAK,CYTZ,2
EBMB,EGPE,1
LFTW,EGPH,1
KFPR,FL61,1
KVGT,K61B,1
EGKA,EGTO,1
RKSS,RCTP,1
KSMQ,KEWR,1
K4N1,KMMU,2
KJYM,K45G,1
KODO,KFFZ,1
KISP,KBID,1
EDRY,EDFZ,1
MI77,K3TR,1
KCVB,K50R,1
KFMH,KUUU,2
OMDB,OPLH,2
KMIV,"89NJ",1
LKPR,EGWU,1
NE37,KTEB,1
KCRP,KYIP,1
KHGR,KEDG,1
KN06,KTHV,1
VT52,"42VT",2
FL47,KX21,1
KORF,KJAX,2
"7TE9","08XA",1
KN87,NJ69,1
KBIL,CYVR,1
KOXV,KPRO,2
KSTP,KPIA,1
KDEN,KL94,2
KPVU,UT41,1
"42MI",MI35,1
EGNJ,LBBG,2
EKCH,UGKO,2
KAMA,K9X1,1
KLWM,CYTZ,1
"2AR5",TS63,1
KHDN,KGKY,1
KDAB,KORL,1
EFJY,EFTP,2
LJLJ,LETO,1
KMHT,MS62,2
FA08,"4FL9",2
KVCT,KDWH,1
"7MY9",KTOB,1
K21D,"0MN8",1
EDLV,LDZD,1
YBUC,YBUN,1
KFLL,"72KS",1
KMKC,KSNS,1
KBAZ,KADS,1
"48FL",KNSE,1
KDAN,NC63,1
CO98,KGXY,1
KTAZ,"94IL",1
EDDG,EDVN,1
"08ID",KBOI,1
EKRD,EKYT,1
K60R,KDWH,3
VTBL,VTBL,2
KLAS,"3KS1",1
KX07,KGIF,2
KMHR,KO15,1
LOWS,LOKR,1
KCNO,KTOA,1
UMKK,ULMM,1
EGTK,LSZB,1
VNKT,VTBD,1
CPU6,CYOO,3
"66MI","30MI",1
EGMA,EGSN,1
KCRQ,KFCM,1
KLVK,KMMV,1
ULLI,UMKK,1
"33AZ",KE51,1
EDDG,EDLA,1
EGBJ,EGFP,1
LEPA,EDGB,1
CT59,K4B8,1
KAPA,KSDL,1
KFPR,K4A7,1
VOYK,OMAL,1
KFTW,"43TS",1
KORD,KECP,1
CYCD,CYXX,3
KHEF,VA10,1
KLGU,KBIS,1
WI69,KHXF,1
LFRH,LFPB,1
EGCJ,EGCV,1
KONX,KSWF,1
KISO,"89NJ",2
KSVN,"05GA",1
LFHC,EKCH,2
KAJO,KOKB,1
KMQY,"5TN9",3
K3M3,NY25,1
LFMN,LIDT,1
KE80,KCEZ,1
CYFD,CZBM,1
EICK,EIHN,1
"3TS5",KIWS,1
KROA,KRMN,1
KAUG,KPYM,1
K63B,K63B,1
KF41,KJWY,1
"57FA",KX50,1
WI52,KATW,1
"75NY",KROC,1
SADQ,SADQ,1
ELLX,LKTB,1
PN40,KDKK,1
EDVK,EDDS,1
KVNY,KBJC,1
KARB,KBKX,1
KCGS,K3G3,1
LOLU,LOAG,1
KCHA,K9D9,1
"02GA",KTYS,1
LFRS,LFFW,1
"2IL7","27LL",1
ME64,KSFM,1
KSGF,KOKC,1
KPCW,"4II2",1
CYCE,CSX7,1
K0J9,KLNK,2
NZAA,NZKC,1
KTEB,"5CT7",1
"56MN",KFCM,1
SVPR,SVHT,1
KLZU,KGYY,1
CEH2,CYYC,1
KMVY,CT29,1
IN63,KN71,1
LKCM,LKPA,1
AL16,KFTY,1
NJ58,KACY,1
LEZL,LEAX,1
EDSB,EDNR,1
TX22,"2TS0",1
VG24,"88OK",1
EPJA,EPPR,1
KN03,"42NY",1
PAED,KOFF,1
KGMJ,KSNL,1
"80OH",KPIT,1
KHSD,KAPC,1
YBAF,YNBR,4
KPNM,MY47,1
SBSP,SBJD,2
ZGGG,ZGSZ,1
KSLK,"0NK6",1
KHYA,KLOM,2
KSAT,"95TA",1
KHVN,"08FA",1
"14MI",KZ98,1
KMCW,IA97,1
KGYY,"2MS8",1
KBTR,KPDK,1
"73WA",K43D,1
"67CA","7CL0",1
KMPO,KOQN,1
KBUY,KORL,1
ESSB,ESQO,1
EGJB,EGKB,1
LTFJ,HEAZ,2
KLHW,KSVN,1
KGYH,KHYA,1
"4TA4","77TX",1
KISP,"40PN",1
KADS,KCHA,1
EDDN,EDHL,1
LFML,LDZD,1
KAHN,KEXX,1
KUCY,"16IS",1
KMKC,KABQ,1
EGTK,EGPE,1
"6MD1",KBWI,1
LFDL,LFAL,1
KFRG,KPLK,1
KRAC,KFNL,1
FAHG,FABB,2
KPTK,KJYM,1
KBOI,KAPC,1
EGUL,EGUY,1
KMOD,KLSN,1
"9VA4",VA86,1
KCMA,KPUW,1
K67L,K67L,1
K7B2,KORH,1
VT25,NK08,1
"66MI","18MO",1
NY92,KART,1
ID95,KS78,1
"1KS0",KMPR,1
EGHJ,EGCL,1
"89LL","36II",1
KABQ,KYIP,1
KRDD,WN24,1
EDXW,ELLX,1
"2MO9","4MO4",1
KSLK,KPEO,1
KBQR,"67NY",1
LSGG,KCLE,1
CYSJ,CYHU,2
KBJJ,KLHQ,1
KN79,"67NJ",1
EDHF,EDXR,1
KHWY,"78VA",1
CL23,KTCY,1
EGKH,EGHN,1
K4I3,KCAK,1
KUAO,OR38,1
"57AZ",KP13,1
EGBB,LTFA,1
KSOP,TN62,1
K05C,TN83,1
PA66,KCXY,1
LW67,EDDW,1
EDVY,ETOU,1
"4TX6","1TS2",1
OK50,KAPA,1
EDRP,LFGB,1
KBTR,LS38,1
NY35,KN03,1
EBBR,LFGF,1
K2G4,PS15,1
KOPF,WV62,1
KGTU,KT35,1
KFLL,KACY,1
PA30,KRDG,1
"58WA",KPUW,1
K3GM,"8MI4",1
KHAO,"25IN",1
K3L2,KLAS,1
KCHD,KVNY,1
CNF9,CNF9,1
LGAV,LCPH,2
"35FA",FA44,1
TE74,KNFW,1
KPDX,KHND,1
EDDS,EDTQ,1
"93AR","3MO4",1
KOKC,KAXH,1
KATL,"2IL3",1
KTGI,KANP,1
KAOV,SN59,1
"94IS",KH96,1
KPHL,KCNO,1
LEZG,EBCI,1
EBCI,LEZG,1
KTYQ,KSAN,1
EPSW,EDDF,1
CT19,PN37,1
KMLE,"7MY9",1
EDTM,EHRD,1
KLOU,"28II",1
LFBH,EGNE,1
CNJ4,CNL8,1
KSTP,KDEH,1
KATL,"9FL2",2
KBOS,KHOU,1
EPSW,LBBG,1
KDMW,"6NK8",1
"7IS2",K29D,1
K4I3,K6I6,1
LMML,EDDH,1
KBMQ,KGPM,1
KJWN,IL71,1
KEKM,CYYZ,1
CPD4,CZBA,2
KCHO,KBOS,1
EDWQ,EDXU,1
K1C5,WN63,1
KBAB,"22CL",1
KFPR,KHXD,1
KJWN,"75AR",1
"4GA9",GA53,1
"6NY3","11NY",1
"52NC",KBXG,1
LIML,LOWL,1
"47MN",KMSP,1
"00WV",NC63,1
KHPN,"9NC9",1
"48CN",KMOD,1
KH92,"27OK",2
KCCR,"5IN4",1
LDDU,ENTO,1
KBDL,NK71,1
K61B,KHHR,1
KBHM,KTOI,1
KLAS,"1AZ8",1
LKTB,LKBE,2
MN49,"75MN",1
KHIO,KS12,1
KI68,OH18,1
KFRI,KAMW,1
ID27,KAPA,1
KDPL,"89IN",1
LFMN,EGPG,1
"01SC","01SC",1
KLEX,KALN,2
KLDJ,"03NY",1
KMDD,"2TX0",1
CYSA,CPR7,1
KE06,KLBB,1
KTYS,GA44,1
"79OH",KJAX,1
KMCC,KUKI,1
KPCM,KSPG,1
ETAR,EVRA,1
KOMA,"01IA",2
"55FD","8FL6",1
OJAI,LHGD,1
BIRK,EGNT,1
KBNA,KTOL,1
EDLW,EDLI,1
KSLC,KCMI,1
KATW,KMTN,1
"2TE7",KF49,1
KSCK,CA16,1
KLEE,KMMI,1
KHPN,KSBP,1
KCEW,"55FD",1
KSWO,KCBF,1
MO65,KPPO,1
KJQF,KTYQ,1
KSNA,KDCA,1
KSTC,KJMR,1
KPSM,KHVN,2
KADG,"45II",1
OR28,"5WA9",1
KALN,"34KY",1
KBIV,KLEX,1
TS71,KGPM,1
KLSE,"40WI",1
KXFL,KPNE,1
"3GA9","1GE5",1
KSHV,"67GA",1
KORL,KLEX,1
KLWC,KSPI,1
"0OR7",KMMV,1
KLZU,KSYV,1
KRNV,KM73,1
CYVR,CKL9,1
"9IL0",KC75,1
EGYE,EGXC,1
KIKV,KMIW,1
GE99,NC08,1
KSTS,KPDK,1
LKMR,LKPR,1
EDFC,LFPB,1
KGMJ,OK16,1
KMKL,KHEF,1
KACK,KOQN,3
KSLC,"3OK8",1
EGCV,EGBK,2
YBBN,YFDN,3
TX94,XS09,1
EPKK,LEZL,2
LMML,EDDK,8
KMMU,KN40,9
KBTF,KENV,2
KADS,KLAS,2
LIME,EIDW,15
KCLT,KCPC,3
KLAL,KF45,1
EBLG,TN58,1
KCMA,KMOD,1
ETAD,EDRB,1
LBBG,EPRZ,1
KWBW,KBST,1
KPWK,KCLT,3
LFMP,LIPZ,1
EDDK,GMMW,4
EGUP,EGBM,1
KDVO,KCCR,2
LFRQ,EGHE,7
LSZA,LIRP,1
KFOK,KJFK,1
LFPH,LFPH,3
KFSD,KRAP,6
KSTC,K84R,1
KECP,TN38,1
KSWI,KDTN,1
EGLL,LJLJ,7
KLGA,KIAH,6
KGON,KCPS,1
KN40,KVAY,2
KCFJ,KRZL,1
KGYL,MN28,1
EHRD,LD57,2
YLED,YWON,1
EBBR,EHAM,8
LLBS,LLBS,2
KDTS,"75FL",1
CYXU,CJA2,1
KNGS,KNFJ,2
LGSK,LFPO,1
"1TX4","40XS",1
KAFN,"8MA4",2
KTYS,KBWG,1
KPWA,KSRE,1
K9F9,TS71,1
KEYE,"91IN",2
KFPK,"04MI",1
LSZF,LSGK,1
KBMQ,"62TX",2
"5AK0",PABG,2
ENJB,ENJB,6
"11PN","00PN",1
KPHL,PN30,3
KBKV,KCHN,1
KRFD,KBFI,5
KPHL,KUUU,1
VT46,KSCH,1
KCIC,KAUN,3
EDXF,EDHB,1
KRIC,NC47,1
EDEH,EDRY,1
HTDA,HTMA,2
KUNU,KEZS,2
KDPA,"4LL7",2
CYPK,CAT4,1
RJAA,KAUS,1
"0NJ6",K33N,1
KMIV,KLOM,4
KCHS,KMDT,1
LFOT,LFOU,2
KSMF,"0CA3",3
KMGW,KWAY,3
LFMK,LFTW,4
KDCA,"6NJ9",11
EDXF,EDXQ,1
EDLS,ETNG,1
KMCO,EIDW,4
KLZZ,KEDC,2
KGKY,TA63,1
KYIP,"87OH",1
KDWH,TE85,4
CSA2,CPT9,1
CYOS,CNY3,1
KTEB,KSUA,1
KMKE,KMXO,1
KIND,KSBM,1
MMUN,CYYC,2
EDFU,EDTH,1
LPPR,EGNX,1
EDLO,EDLB,1
"0NJ6",KN73,1
KFTG,CD17,2
KACK,KPNE,2
KRBD,"91TA",4
KPHL,KOXC,2
KISM,KTTN,1
LFRT,LFPB,4
LGAV,LDDU,2
KFAR,KTOB,2
KATL,IN93,2
KMBS,KHYX,3
KBTP,KPJC,4
KISP,KABE,2
EDLT,LFEU,1
"2II3",KUMP,2
KPUW,WN26,3
KPNS,KDAL,10
"96VE",KHIO,1
VHHH,ZGSZ,1
KAUS,"68XS",1
BIRK,EKCH,1
KS21,WA87,1
EGLM,EGNG,1
KMDW,KACK,2
KAPC,KTEB,2
"8WI5",KMWC,1
SBKP,KLAX,1
LLES,LLES,1
LFRU,LFBF,1
KJVL,KIND,1
KPGV,KBED,2
KIKK,IN26,1
KDEW,KS21,1
KDAL,TX03,4
LFBO,LPCS,1
K4S9,K7S9,1
KDBQ,K3CK,1
K5C1,"2OK4",1
KAGC,NJ25,3
EBCI,EVRA,2
KD98,KPTK,3
LYBE,LIRA,4
EPSY,EGSS,2
"78II",K3I3,1
KHND,KIFP,2
KDET,K1G5,2
KPVD,"2NK3",1
LDZL,LDZL,5
KMSN,KOPF,2
ZGSZ,RKSO,2
KGYH,K7W5,1
"93CO",K00V,1
ESKN,EPWA,5
LBSF,EGPH,3
KLSE,"88OH",1
KESN,KFME,3
K29D,KHRJ,1
KFTW,KAPA,2
YBAF,YZCE,1
KSDF,KLEX,3
KDMW,"07MD",3
"4NY1",KMMU,8
YTGG,YMMB,3
KPXE,KMCN,3
TX67,KGKY,5
EDLR,EDLW,1
KNKX,TX75,1
"1OH7",OH17,1
KANK,K1V8,2
KHWD,KSQL,4
KRNT,WN95,1
KGZH,KNDZ,3
EDFH,KDWH,2
KPUJ,GA77,1
KIPJ,KCPC,1
"06IN",IN53,1
NM87,"62NM",1
KJYO,WV21,10
KAUS,KLCI,1
CRK2,CYYC,2
LFMH,LFME,1
KHDC,KHOU,1
"24FL",KNPA,1
KLHQ,KAVL,1
KNUW,KSKA,1
LDZA,EPRJ,1
"85FA",KSFB,1
WV17,K48I,1
LGTS,LKMT,1
NZKD,NZNE,8
LFMQ,LFMP,1
KSDF,KTYS,6
TA47,"3XA8",1
KCRG,KGGE,1
LFMD,EGTK,1
WN80,KBOI,1
KEUG,OR52,1
KOQU,KFLL,2
KNEL,KN81,4
LIMC,EPRJ,1
NC47,KTTA,1
KJFK,KFOK,2
KEWR,NY72,1
KAPA,"9II2",1
CT14,MI13,1
KAGC,KPIA,1
KCMH,"20II",1
"1CD4",KRBD,1
EDDL,HE12,1
EDTX,EDNY,1
K1T7,"62TX",1
LEBL,LPMA,2
YBAF,YGFN,1
KGVL,SC48,1
"5NY5","1NY9",1
KLHX,KBJC,3
"0OH9",CYSN,1
LIRQ,EDDL,1
KE11,KLBB,2
KDAL,KM43,1
EKYT,BIKF,2
KSEA,"30WA",4
"31KS",KCPR,1
KTPA,KILG,3
"0KY0",KFFT,1
EPKT,LIMN,1
KVTA,K4I3,3
KCSV,FD35,1
LKMT,LKPM,1
NZWR,NZKO,3
EDBZ,EDAP,1
YMMB,YCAL,2
KJVL,"0OH9",1
TE97,"17TE",1
KPUW,KSFF,2
KBRY,KAAS,1
KDVO,KPAO,5
NC77,KSVH,1
KBUY,"9NC9",3
KTAN,KMVY,3
KFSD,KOMA,2
KHOU,GA53,1
LEIB,LEAM,3
IN70,IN93,1
KLRO,"6NC9",2
LPFR,EGHI,2
KPDX,KCVO,1
KAGS,KXNA,1
EDSB,LFMN,3
EDDN,LDZD,2
KBLV,KSET,1
LFHE,LFLE,1
KOMA,NE18,2
EDNY,LSZG,1
CT96,K4B8,3
KILG,KRJD,1
LFTW,LOWI,1
KBED,KSNA,2
GA35,KSVN,2
KPHX,KDSM,11
KGNV,KPDK,2
KPVD,KSRQ,1
KORD,FD35,3
KETB,KMWC,4
KSBA,KOPF,1
KOUN,KFYV,4
KDOV,K33N,2
LSPL,LSPL,6
KCGF,KVTA,1
CYYC,"1MU8",1
KMCO,SC58,1
PS02,KN94,3
GA04,GA44,1
EDDE,EDJA,1
ULMM,UIII,1
EDMY,EDMS,1
"09FD","52FL",1
"5MN0",KPUB,1
EHAM,LICJ,2
KFNT,KHPN,1
LTAI,LRCV,3
KSGR,KPIT,1
LEZL,EDDF,6
VHHH,VOBL,8
"48MD","2MD0",1
KINT,KDET,1
KMQY,K0A3,1
"89LL","82IN",1
KRWI,KW03,3
ID27,KTIW,1
KEET,KGKT,1
KGMU,"16SC",5
KMTN,KMMU,1
KCCR,K1O2,2
K6I4,"5II5",1
KSMS,SC65,1
KBTA,KRSL,1
"42MO",K1H0,2
KBUY,TN62,1
CYUL,KTTN,1
"0MT5","0MT5",2
KCNO,KONT,2
KAZO,MI60,1
KPIA,KRZR,1
"7MI7",K35D,2
KLAL,"1AL5",1
"2AR5","3TX2",1
KGAI,"3MD5",1
"6CL9",KE45,1
LFHC,LEIB,1
"59NY",CYND,1
LGMK,LTFM,1
RPLL,RKRB,1
K47N,KMPO,1
KJAX,KMCO,1
KAUS,KACK,1
EGWU,KIAD,1
XA99,"1TX9",1
KOXC,KBDL,1
LFPN,LFFK,2
KONP,K7S9,3
KPIE,KAUS,2
KMCO,KOAK,2
KMCO,"88PA",4
CT44,KBDR,3
KANE,KAUS,1
KMVY,KOXC,2
K3N6,K1B2,1
KWBW,KMCO,1
KESN,K0W3,2
KTVL,KO22,1
EGGD,LELH,1
"75WI","1WN1",1
KMGM,KCEW,1
OI72,KVLL,1
EGHN,EGLP,1
KRAL,KO88,1
EDLE,EDFE,1
KDEN,"24FL",4
EGUB,EGBL,1
KVNY,KTVL,1
LSGT,LSGT,6
WV61,KJYO,2
"20KY","59OH",1
KLEX,KBNA,4
EDDP,LFLP,1
KSUS,KMMU,1
KBTP,"24PA",2
KLWM,VT47,1
"46CN",KPOC,1
LFKL,LFLO,2
KMSY,KEKY,1
"5OK9","1MU0",1
EDDB,LFKB,2
K1G5,OI58,2
KCHS,TA77,1
KLWS,KSFF,3
OI28,K4I3,1
EDDS,LGMK,2
LGKO,LIRP,2
KSAN,"8TX7",4
KSPB,KRNT,2
"79FD",KTPF,1
KFNT,KLAL,1
LPMA,LFLL,2
"84OL",KSTL,2
KRIC,"14MI",1
LPFR,EBKT,1
LFPG,LTFA,1
EPWR,EGNM,2
KPTK,KPHL,1
RJGG,EFHK,2
LROP,LICJ,2
KSJT,TS53,1
KSTE,WS04,1
KSWW,"60TE",1
KDTO,XA72,3
KDAL,KWST,1
KBOS,TBPB,1
K19A,"3AL6",1
"4MI4",MI84,1
CCN4,CNC3,1
EGTU,EGHU,1
KSNA,"1OR6",1
KAUO,KAVL,1
"97OG",KBOI,1
KPNS,LA15,2
EDDL,EDFE,1
KFTW,"6TA3",1
KTTD,K62S,1
LFCR,LEPP,1
KSYR,KCHS,1
"0GA0","0GA0",1
KT82,"7XS7",2
"10IN",KI68,1
KSMO,KRHV,2
RJTT,RJCA,1
"21XS",KSNS,1
"2CO3","2CO3",2
KDCA,KDAA,1
KFTW,"51TE",2
KTOI,KOZR,1
LTFE,URMM,1
"1ID4",OR28,1
KCTZ,"4NC7",1
OH15,KPOV,1
KGVL,KWDR,1
"66TE","0TX0",1
KMKC,KCLT,1
"7IS2",KI68,1
SC50,KMDQ,1
YWVA,YSCO,1
KFKL,KBNA,1
KCHS,KTYS,1
KDTS,KVPC,1
FA83,FL57,1
KWDR,"85GA",2
KGEG,"86WA",1
KGZH,FL06,1
LKHK,EDQM,1
KAFF,K9V7,1
KCCO,"8GA3",2
KLUK,FL88,1
KSLC,ID90,1
KM34,KHSB,1
"55NY",PS61,1
KPHL,KTTN,1
"8TX7",SPNO,1
KPHL,KCHA,1
EHAM,KHPN,1
KRBD,"7XS6",1
KMSL,KISM,2
KBRY,KSUS,1
KSGF,"23WN",1
KOMA,"97IA",1
EGCJ,EGNJ,1
RKSI,VIDP,3
LIPZ,LSZB,1
EHEH,GMMW,3
KIGX,KRWI,1
KRIC,VG38,1
KJWN,KTEB,4
KBLM,KROC,2
KFVX,"05VA",2
KPWK,KJWN,1
EGWU,EGPD,1
"8MI0",KCAD,1
KW03,"8NC6",1
TX96,KAFW,1
"3TE0",KDWH,1
KLAF,KBMG,1
KPYM,CYLS,1
KSDM,CA75,7
KSFF,"96ID",3
EPBC,EPSY,1
KBJC,KPTK,1
KPWM,KLOM,1
EGOV,EGOD,1
LPBJ,EGGW,1
KLEE,KSRQ,1
KADG,K3RC,2
EPPO,EGKB,1
ESSB,EDDV,1
LFRS,LMML,2
LFRV,LFGZ,1
KACK,KTPA,1
KORD,IL82,1
VIDX,EGNX,1
KHND,KCCY,1
LFRN,LFRF,1
CYUL,KLCK,1
KCAK,NC65,1
LFBD,LFCH,1
CA60,KO70,1
KCRP,KRKP,1
EGHF,EGSX,2
KISO,KIAD,1
CYSJ,CCS5,4
K05C,KARR,1
KGRR,"8OH4",1
KSGJ,FA24,1
KHQZ,KT31,1
KIAD,KLQK,1
KSLE,"72OR",1
WSSS,WARS,6
"04WA",WN26,2
K5A6,KLZU,1
EDLN,EKBI,2
KCOS,KDPA,1
CA84,KOKB,2
KABE,KDXR,1
LFBH,LFOF,1
FA08,FL57,1
LPPR,EDLW,1
WMSA,EDDM,1
EDNH,EDNH,1
KODO,KFTW,1
KCCR,KBFI,1
KJZI,KHPN,2
KN79,K9D4,1
EGNX,EGBW,1
EGCC,LTFA,2
KI68,OI34,1
"93IA",KTNU,1
KGTU,"13TE",1
LFRM,LFLC,1
"46CO",KLHX,1
AR09,K93F,1
RJTC,RJTF,1
K8V3,KMHE,1
KFRG,KLEB,1
KEWK,K47K,2
KBNA,KDAB,1
KAPC,KCVG,1
KSAV,KPVD,2
KBOI,KBLI,3
"0CA9",KL22,1
KAUS,KAVL,3
KORD,KMSN,73
KSJC,KSTL,7
KSBP,KPHX,18
KAUS,KLAX,80
KORD,KBWI,52
LEMG,LEMD,55
EIWT,EGGP,1
LFKP,LFLY,2
EDXF,EDXK,13
KDAB,KXFL,26
KDAB,KDAB,889
LROP,EGLL,21
LOWW,EGLL,59
LROP,LFOB,12
LEBL,EGNM,2
KFCI,KFCI,59
LEAM,LEMD,22
KBMG,"5II9",1
KSGJ,"8FL0",1
LESO,LEMD,11
LTAI,ENGM,4
KMMU,KABE,5
KHFJ,KMKC,1
EGLL,LOWW,58
KLUK,"19KY",8
KNRQ,KNRQ,16
CZBB,CYPK,7
LIRF,EGLC,12
EGTB,EGBW,2
LEBL,EDDH,26
EBCI,LEMD,4
EIDW,EGPH,78
