"estdepartureairport","estarrivalairport","flights"
KMCI,KCMH,1
KMQY,AR35,1
KSJC,KHDN,1
KLEX,KTUS,1
"48TX","48TX",1
KLVK,KL22,1
"2MO9","81KS",1
LCLK,LW75,1
KHTO,KMDW,1
KSHV,KRBD,1
K1G3,OH39,1
TA70,TS01,1
KSAN,CL36,1
KAFN,KMMK,1
EGCC,ENTO,2
MN62,MN28,1
EDQZ,EDQI,1
EKBI,LPPR,2
ID27,KPDX,1
CAT4,CAH3,1
CT51,"0NK8",2
EVRA,EPMO,4
LEAL,LIMC,3
KHPN,KGAI,1
"07TN",TN98,2
EBLG,EKBI,1
LSZH,LDPM,3
EHTE,EDLG,1
K1B6,K0B5,1
KBCB,KW91,2
LDDU,EDDL,1
KSEA,FL86,1
EDLI,EDVI,1
CYUL,CYYG,4
KIND,KYIP,1
KORL,KX21,4
KCGF,"7TN3",1
KMMV,KHIO,6
KLAX,"3OK7",5
ESSA,LGAV,5
KDFW,KPBI,1
KPAM,"66MI",1
SADF,SAVO,1
KCLT,"8PS0",3
K6S3,K6S8,1
KI71,"32OH",1
"3IN3","5IN4",2
AL16,KMDW,2
MO17,"7MO3",1
LEIB,EGJJ,2
ID26,"2ID6",1
EDLA,EDWF,1
KSTC,KSGS,2
KGPM,TE02,1
"6CL9",KCPU,1
KMDW,"1MU2",2
KDAL,"7XS7",1
LEIB,LFLL,2
KJQF,KCHS,1
SC42,KJQF,1
KATW,KSUE,2
KHFD,KDXR,1
YBAF,YCAS,2
KNUQ,KFOK,1
KGNV,KDFW,2
NY72,KIAD,2
CA92,KRDD,1
KBMI,"00KY",2
LIMC,LEMH,4
UBBB,LTAI,1
KDEN,KMRY,4
KHSD,KH76,1
KBUF,KSUA,1
KU42,KPVU,3
KPWA,"10OK",3
KSTL,KFXE,2
FAOR,EGKK,4
KPNS,KBTR,4
"0MU8",KJEF,1
EDFB,EDTL,1
K2O1,KCIC,1
KD73,K9A1,1
YNAN,YBAF,4
EDDG,EDVI,1
KRBD,SC42,1
KHHR,KLGB,3
EBUL,EBAM,1
KFRG,KEEN,1
LGRP,LIRP,2
KSVH,KMDW,4
KLPR,KI23,1
KNZY,KAFW,1
TA37,TS53,1
"6TX6",MO64,1
EGCF,EGBR,5
KSAV,KHPN,4
K2R2,"9LL9",1
KTYS,KFTY,5
CZBB,CYCW,1
KILG,KGHG,1
CNP8,CYTZ,1
"0IA4",KMSN,1
K39N,KAOO,1
EDXR,EDWG,1
KSTL,KPWA,1
EHTE,EHAL,2
KBFI,"1ID3",1
KLHM,K2O3,2
K7L8,"03IN",2
KLUG,TN83,1
KNFW,"17TX",1
KAPC,KSBP,2
EDAC,EDLE,1
ENZV,EGSH,1
KEZM,"67GA",2
PA21,KJYO,1
KLAS,KOGD,1
VTBS,RJNY,1
KLAR,KPVU,3
"39TN",KJWN,1
KORH,KPWM,1
EETN,ESOW,1
"7TS4",TA25,1
KOMA,KGKY,1
"30XS",KTRL,1
KMSS,CT14,1
LIMC,EGHI,1
"6II0",II69,1
"6LL5","4IL4",1
KGEG,KBLI,1
LSGG,EGLC,3
KACY,KBED,2
KOSU,KARR,1
CYVR,KBJC,1
"78TE",K9F9,1
EDVM,ETNT,1
KMQY,KFAR,1
"20XS","6TA3",2
KFBL,MN62,1
EBAW,EINN,1
KSFF,CYVR,1
KFTW,KCEZ,1
KOQW,K3CK,1
KDEN,"37ID",1
CYOO,CYXU,1
LFLL,LFJL,1
CYOO,CYVV,1
"2NK9",CT08,1
MA07,MA07,1
KHYA,KPOU,1
KMHT,KPNE,1
KLOU,KDET,1
KDTW,"21MO",1
LMML,LTFM,7
KOGD,KIGQ,1
LFRD,LFPP,1
KLVN,KHAO,1
KAKR,"1OA2",1
K9X1,KJAN,3
KMDW,"9IL7",1
KSVH,KEYF,1
K1C5,KC81,1
VTBU,VTCC,1
NZRO,NZWR,1
KBAK,II69,1
KAFW,"4XS2",1
KPDC,"6IL2",1
YLIL,YYEA,2
TX05,"4XS8",2
KJFK,"69FL",1
KOWD,KMMU,1
"0CN2",KO52,1
KEUL,K4S9,1
VT25,KCMH,1
EDTX,EDDS,1
"8MO4",KSUS,3
KPSM,ME14,1
KSDL,K2R2,1
KWLW,"81CA",1
LDRG,EDDM,1
KRDM,KNUQ,1
DE25,KN40,1
EGPK,EGPK,2
"24XA",XS79,1
LQJL,LSZM,2
VOBG,VOTP,1
KLOM,"0NJ6",2
EGBT,EGHP,1
"7TX7",KMSY,1
KCLE,KJQF,4
KSSI,"5PA3",1
WA67,K4S2,1
KDSV,"2NK1",2
KOSU,KMNN,1
KPWT,KCLM,2
KC47,KLSE,1
KSFO,KSMO,2
KSLN,KSLC,1
EDHL,LEPA,4
LSZG,LSZF,1
LIRF,EDRN,1
NZGS,NZAR,1
KORL,KCMH,1
KAUS,"2TE4",1
KASW,"89LL",1
KMDW,KSBN,2
CYGD,CPH9,1
CYYC,CYQL,1
KO37,KRBL,1
SN45,KMKC,1
FL75,KMLB,1
KPBI,SC67,1
KRDG,KMUI,2
KAYS,FL54,1
"6MI7",MI76,1
KSSF,"2TX6",1
OH22,KTOL,2
KGIF,NC76,2
LIPZ,LIPQ,1
"5PN5","5PA3",1
KBLV,"1PS4",1
KCXY,KLCK,1
KFTW,KIWS,3
"52OR",KBDN,1
EDNY,EDJA,1
LDZD,LIME,5
KOAK,KBJC,1
KN87,KN40,3
"78VA",KHPN,2
EGNM,EGNX,1
CNJ3,KBUF,1
FL19,"0FA1",1
"86TE","35TX",1
NZOH,NZFP,1
KBNA,"28KY",1
LFBZ,EHRD,1
"14FD",KSGJ,1
KLAS,IN93,1
KNUQ,"32CA",1
TJIG,PR07,2
KMSP,TN58,1
PANC,KBLI,2
KNY0,K6B9,2
EDSB,EDTD,2
KGRB,KLEX,1
SBBZ,SBVT,1
KCOE,ID13,2
KTYS,AL72,1
KUES,KDFW,1
LIPE,LIRZ,1
KSBM,KLOT,1
KNUW,KNZY,1
LEMD,LGMK,3
EBZH,EBZH,10
LFOQ,EBAR,1
LPPR,LFST,2
KIAH,"2TS2",1
KL65,KRAL,1
KLHB,K50R,1
KK94,KK61,1
LFTN,LFMA,1
KLNS,"9NC6",1
KRME,"90NY",2
EGNX,LGSK,2
EBAW,LFPM,1
PA31,KLNS,1
"77TX",KSDL,1
KFTW,MU97,1
KMAF,XS15,1
KCLW,"22FA",1
KSAN,"7MO5",1
KSWW,"6TE2",1
TS01,K11R,1
KFLL,NK04,1
ID27,KSEE,1
EDOA,EDAK,1
KGPM,TA83,1
"5NC3",KVUJ,1
KPIT,"1XS1",1
KFMM,KEIK,1
KSAT,KBHB,1
KZZV,KI74,1
KCXY,"0PA4",2
KSAC,"97CL",1
KTTA,KVUJ,1
KASH,KISP,1
XS18,"7TA0",2
KARR,KSRQ,1
KBLI,KSLE,1
SBGR,LFPG,3
KRKD,KOXC,1
KAMW,KROS,1
K1G5,"80OH",1
KPUW,"85WA",1
LSZM,OMDW,1
"9NC9",CYUL,1
KADS,CYWG,1
KBOS,LPPR,1
KMCO,VG10,1
ELLX,LEAM,2
YSCN,YCNK,1
AR91,MO61,1
"6WA2","00WA",1
FAGM,FAOR,1
"2TX8","27XA",1
KEIK,K82V,1
KHWV,"03NY",2
KX58,KVRB,1
KNUC,KNTD,3
"35MN",KTOB,1
KSDM,KCHD,1
KLUK,KJVY,1
EDDS,LSZR,2
LIRA,EDSB,1
KVGT,KSDM,1
KMDQ,KDTS,1
"52FA",KGIF,1
LFPB,LFHJ,6
KBOS,KCRQ,1
FD82,KBFM,2
KMIA,KPTK,1
KHAF,KHAF,3
KIAD,K20A,1
KPEZ,KGTU,1
KAGC,"87VA",1
KLAX,KM45,3
TS29,"62TX",1
EHEH,LFMD,2
KDFW,"4SD4",4
KNEW,LS54,1
EGCC,EGQB,3
KFTW,KTEB,1
PN16,PS43,1
KFNT,"0MI2",1
EBMB,FACT,1
LDDU,EGNT,1
LFMN,LEDS,1
LPMA,LIRF,3
KBDL,KAGC,1
KJQF,KLHZ,2
KGRB,WI20,4
LFRM,LFRD,1
LFPN,LFRM,1
KPHL,KBLM,2
KBDL,EIDW,4
KCNO,KFTG,1
PA49,"7PA3",1
KHOU,KPVU,2
KN03,KVGC,1
KTTA,"8FL1",1
FAGC,FAOR,4
EGSS,LFBD,4
ETIC,EDQB,2
KSTL,KILM,1
LFMA,LFLO,1
KDVT,KSDL,9
KBOS,KBQK,1
KRQO,KPWA,6
KNEW,"02XS",1
KIAH,CYUL,1
EGDX,EGJB,1
KRDU,KSSI,1
LFIL,LFBY,1
YPPF,YGAW,3
KSFM,KPSM,3
KDEN,"9CA0",7
KSGS,MN55,2
"67CA",KTCY,1
LSMD,BKPR,2
KFYV,KAUS,2
KMCW,KCCY,2
K19N,KPNE,3
KTMB,MDJB,1
KRIU,KO54,1
K05C,KDET,2
"4TX8","2TX8",1
LGKO,EDLR,1
KLKP,KMSS,1
KAKR,"3OH5",1
KFCM,MN08,1
PAED,"47AK",1
LIML,LFKF,1
TS01,TA03,1
KPHL,NY72,3
KFFC,K5A9,6
KRDU,KFOK,2
KMKE,KOSH,6
K4A7,"1AL2",1
"9AK5",PANC,1
PA68,KGED,1
KMNV,KLUX,1
WMSA,WSSS,5
KRFD,KGYY,1
EHRD,EHKD,1
LTFM,HEAZ,3
K1G3,"1OH7",2
KDCU,KMDQ,1
KAPA,MO64,1
VNKT,VIBL,1
KPDK,"04TN",2
KSBP,KTOA,3
"92XS",KTRL,1
KEYE,KENW,1
KHPN,LSZH,2
"4KY8",KLOU,2
KPHX,KBXK,4
YSDW,YSBK,1
KOKC,"3OK9",1
KVNY,"55CL",1
KHSD,"82TS",1
LFMN,LROP,8
KAKH,K49A,1
LEZL,LESO,1
EDLW,EYVI,2
KASL,KGGG,2
KADW,KSUU,1
"6OK1",AR09,1
"6PA6",KPYM,1
KGRI,KIND,1
LPPT,EKYT,1
LQBK,ESSA,1
KRIC,KLAS,6
KSDL,NA17,1
KOKC,K3O3,1
KORF,"7NC6",4
"81KS",SN59,2
LIBP,EDLV,3
"89OI",K1G5,1
EGNM,LGTS,1
KMZJ,KSDL,1
KLWM,KLEB,2
KLEX,KJFK,1
KE80,"0CO6",1
EVRA,LGRP,2
CYFJ,CYLS,1
SPJC,SBGL,6
YCRL,YRUG,1
KSBA,KSBA,7
KE16,"9CL2",4
LEMD,RJAA,1
KOPF,KPEA,1
KOJC,KCPS,3
KMIA,OMDB,5
KMTN,KN94,1
LIME,EDRN,2
NZKF,NZAR,1
EDDB,EYKA,3
OA10,OI99,1
KMEB,KMEB,10
LBWV,EPGD,1
EDAC,EDAJ,1
KHHR,KAIB,1
KJHW,"75NY",1
EDSB,EDNY,1
KJYO,KPDK,2
KNY2,KSDF,1
KBXK,KE95,1
KHWY,KRMN,3
KBNA,CT14,1
VT48,KFRG,1
LFMN,LBSF,8
KTYS,NC00,1
KPDK,KTRI,1
KBDN,KLAS,1
OMDB,OMSJ,4
KSRQ,KBCT,2
K2M0,"4FL8",1
NK53,KPSM,1
K1B2,KBED,1
EGBB,EGKB,5
NC31,NC31,1
KCMH,KCAK,3
KF70,"3CA9",1
KPUB,"35CO",4
MDBL,MBPV,1
KEZM,KAYS,2
"23GE",KDBN,1
"1AL8",KGYH,1
KFCM,K1D7,1
KBDU,KGNB,3
KCGF,LL53,1
AR35,KSRQ,1
KFTG,CO11,1
KTEB,"7NC1",1
"4OR4","19OR",1
NZWU,NZWU,7
KBDN,"19OR",5
"45CN","45CN",3
"57OI",KOSU,1
KMWO,KLUK,1
KFFC,MYGW,1
KDAL,KTYR,1
"8AK6","5AK0",1
KPMP,KDFW,1
DE12,KLNS,1
KJFK,MDSD,2
KUTS,"0TS5",2
KANE,KROS,4
"62TX","6TS4",2
LFMV,EHRD,1
KTYQ,KMSN,2
KTCY,KSJC,4
LFJB,LFOQ,1
LDPL,EGKK,4
KFME,KEZF,1
"77TX","2TA4",1
KCOS,TS53,5
KBID,KWST,1
"6OR0",KMMV,1
KMKC,KBFI,1
KGVQ,"68NY",1
LFAM,LFBZ,1
LDDU,ELLX,2
LHBP,LGAV,9
KMTN,"4NC0",1
KGSH,"4II2",1
LOWW,KBOS,5
KLCK,MS62,3
KOXC,CT08,1
KAPA,TX82,1
KSAT,"5TX6",4
KBJC,"4OK5",1
KTOL,KMGY,1
"5XS5",TS54,1
"04WA",KSFF,1
KVTA,KOSU,1
KPXE,KD73,1
KSAN,PANC,1
LIPZ,EVRA,3
"4OR3",OR28,1
EGTB,EGAC,1
EDDF,EDXW,4
KOAK,K2O3,1
KLNS,KW05,2
"7MD8",KLOM,1
KMGY,KRID,1
KIWS,"27XS",1
ESKD,ESKO,1
KOSH,"9WN4",1
KMSP,KXNA,5
KSFO,KFXE,1
"14MS","14MS",1
"8MA4",ME94,1
KONT,KL45,1
KWVL,KWVL,16
KE67,KCGZ,2
LDRI,LFLS,1
EDFY,EDFL,2
KMAN,KONP,1
CYYC,"6ND3",1
VTBS,VTBU,3
KMKC,KJWG,1
KDEN,KRVS,3
SBVT,SBBZ,1
"14PA",KZER,1
KSAF,KIWA,2
"67CA",KO27,1
CYKA,CYLW,3
EDLW,EDMG,1
KBOI,"4WA1",1
KMTN,KCBE,1
SKBO,KIAH,2
KW35,"89VA",1
KPNS,AL81,1
KLVK,KVGT,1
KSFF,"2WA9",2
EDFE,LSZR,1
K47N,KVAY,4
KLUK,KCDI,1
XS21,KSGR,1
K10C,"5WI6",1
"6TS4",TS92,2
KLXY,KGKY,1
WT88,KCOE,1
KLOM,KFME,1
EDXY,EDXF,5
EDLW,EDWJ,2
"4MI3",KBIV,1
EBBR,GMTN,1
KDTO,XS60,1
"06FA",FD15,1
LEBL,CYYC,4
K1O3,KDWA,1
EGBB,LRCV,2
LRCV,LIPE,2
"8TX7","79FD",1
KEMT,KCRQ,1
EGLM,EGCJ,1
FA38,KX04,1
MI95,KMTC,1
KI73,OI34,1
KROG,TS92,1
"86IL",KM54,1
EPKK,LMML,4
"62PA","62PA",1
EDWI,EDXR,2
K39N,NJ65,1
KFTW,MO49,1
KMFE,K23R,1
KCXY,KBUF,1
KTYS,KMGY,1
KAPC,KERI,1
CYLS,KDET,1
KE80,KAEG,2
KFKR,II30,1
KEZM,"0GA0",1
ETOR,EDFU,1
KMMU,KPIE,1
KSUS,KDVT,1
KOAK,KSGR,2
EPKT,LICZ,1
YSBK,YBNA,1
LIPR,LIRQ,1
KMKC,"25MO",1
"16XS",MU19,1
MSSS,KJFK,1
"5TA2",KEDC,1
LIRA,LIRH,1
CYND,KMSS,1
EGKC,EGBP,1
UATE,LTFM,1
EBBR,LIRQ,2
KYIP,KBEH,1
KCRG,KF45,1
KTCY,KLHM,1
KAPA,KMKC,4
KC16,"4IS1",1
GA72,KCHA,2
KAPC,KAPA,8
IA86,KIKV,1
CYRQ,CPT9,1
KVNY,KSDM,2
KORD,MI78,1
TA02,TA19,1
EGUN,EGWU,1
OH45,KUMP,1
KDTO,"5TS4",1
KLNS,"7TN3",1
LBBG,EGGD,1
"46CN",KBUR,1
VNKT,OMAA,1
KJNX,NC69,1
EGYD,EGNW,1
EDDM,LHPP,4
URMM,URWA,2
KT31,KT67,1
KLUK,KMWO,1
LIQW,LIQW,2
KATL,K1R1,1
OH43,KLHQ,1
K3G3,KCGS,1
KPIE,II18,1
NC21,KINT,1
KSNC,ME14,1
BIRK,EGNH,1
KSLC,"68AZ",1
"0IL2",KC73,1
KALN,KTEX,1
KMAF,KADS,3
KBUY,KEHO,1
CYVR,CYPK,2
KBED,KMTP,1
KFZY,"4NK1",1
YNSH,YCAB,2
KLAR,KCYS,1
KCLT,AL40,1
KCGZ,KRYN,1
LZKZ,EIDW,2
KLAX,KNFW,1
KPOB,KHEF,1
KFSD,KISB,1
KY14,SD99,1
KTUS,"7TA5",1
KO22,KMCC,1
ETNS,EDXF,1
KIWA,"55AZ",3
EDWF,EDHK,1
LBBG,ESNS,1
"15CL",K1O3,1
"61OH",KPHD,1
KMVY,KORE,2
KJWN,KT67,1
EDLN,LFBD,1
"5AL3",K79J,1
LOWW,KROG,1
KSLC,KBMI,2
"35IL",KMRJ,1
SSET,SDPY,1
EDDB,LFLL,2
EGNE,EGHH,1
KFOD,"02IN",1
KBGR,KORD,2
FL95,FD24,1
KMXO,KPEA,1
"5AK0",PAHO,1
KFCM,KBWI,1
LTBA,LTBF,1
KBUR,CA22,3
KOQU,NY35,1
KGGI,KPEA,1
KFRG,KBTP,1
EGXW,EGCF,1
K28J,KJES,1
KPDX,KJVL,1
"2TE6",KODO,1
K79J,KMDQ,1
"81LL",KLOT,1
"68ID",KDVT,1
KIXD,KFOE,1
KJYO,KLDJ,1
KATL,"3LA3",2
CPN8,CME2,1
EDDF,LICJ,4
KMGY,KCVG,2
KLSE,KMSN,3
KLAX,KSEE,2
KAUO,KDAB,1
LL44,KPNT,3
KBHB,"82FL",1
TN70,KDCA,2
KTTD,"8OR6",2
EDFW,EDBA,1
EBBR,LERS,1
KCFE,KSGS,1
KMKC,KRAC,1
"34KY",KJWN,1
K39N,KACY,1
KLAL,KBTR,1
KAUS,"1TX6",1
KCMH,FD83,1
LBSB,EPKK,4
KFAR,NA17,4
KCMH,KJAX,1
EGHJ,EGUB,2
KGXY,KHSI,1
"0CA3",KBFL,1
KCKV,MO57,1
LEPA,LKTB,5
LFBZ,LEMD,1
KEWB,KBAF,1
TX56,"08XA",1
USSK,VTBS,1
EDLM,EDLG,1
"08XA","67TX",1
EDFH,KPSM,1
KBUR,"32CL",2
LGEL,LGKO,1
KSRQ,NY60,1
KMQY,KCOS,1
KDUH,"5II1",1
"32PN",KIDI,1
EDWQ,EDHN,1
LSPA,LSZV,1
KABI,KGAI,1
KLAR,KFFZ,1
UUWW,UGSB,1
EDMB,LOIH,1
TX82,KGKY,2
"07OR",KSLE,1
KROG,KRBD,1
EDLN,EDRY,2
KCPU,K1O3,4
LFBY,LFBM,3
KDFW,K3F2,1
"2TE2","0TS2",1
KCCR,CA16,1
KMGM,KBNA,1
LEIB,LIPH,1
KAKR,KTEB,1
"5MN1",KBKX,1
KVQQ,KPDK,1
KDOV,DE09,2
RJTY,KSEA,1
KPWM,ME74,1
EDLV,LGKR,1
LIPH,LEZG,1
KHDO,KHDO,2
EPZG,EPBK,1
KSPB,OR28,1
WS41,KSGS,1
KSTC,"89LL",1
KEEN,KIAD,1
LFBO,LFRB,1
LIRA,LIMN,1
KFRG,KAPA,1
LPFR,LMML,1
LFKJ,LPPR,1
KJQF,KF45,1
EGHB,EGLK,1
EBCI,EBAW,1
KDTO,KTFP,1
KGFL,"21MO",1
KGRR,KIND,1
K61B,KVNY,1
CYSB,CNL8,1
EDDP,LEMO,1
KF41,KADS,1
YAMB,YPKG,1
"15MA",K1B9,1
KECP,KJWN,3
"51LA",KNEW,1
CYYZ,KSDM,1
KVVS,"3PN9",1
KDTN,KIWS,1
KDDH,"42VT",1
KPTK,KBUF,2
LIDU,LIDU,3
LILE,LILG,1
EDGW,EDEM,1
ELLX,LIPX,1
KMLE,MY50,1
KPIT,KHYW,1
KBUF,CYUL,1
KF70,"08CL",1
KALB,KMSN,1
KPWK,KISP,1
KARR,KHEF,1
LJLJ,LDPL,2
KBFL,KVNY,4
KHIO,"37CN",1
EDCW,EDXC,1
ENGM,VTBS,6
LFPG,YPPH,3
KMDT,KHOU,1
FL17,FL17,9
KDAL,KSHV,5
KIWA,"2MO1",2
KPUW,KRNT,1
KMBO,"4AL2",1
KCHD,"4AZ7",1
LBSB,LKMT,5
KILG,KTTN,5
KLWM,KSGR,1
LSZH,EGKK,21
"0NJ6",KEVY,1
SPJC,MGGT,2
LIPE,LIML,4
EDQT,EDKB,1
EIDW,EIKY,14
KJQF,KFLL,2
KCRP,K2G2,1
LIRZ,LICJ,2
"5AK0",PAEN,11
LFLU,LFLS,2
KDAB,KSUA,4
"46CN",KSBD,2
KOKC,KCVG,2
K1B9,KOWD,5
LOWL,EDDP,1
LIMF,LIRF,35
KGKY,TE47,2
KDPA,KVTA,1
KO53,"17OK",1
K06C,KSUS,2
KEDC,"4XS8",1
KWVL,KTEB,1
"49OH",KDEN,6
EGGD,LFBD,5
TN14,KMBT,1
KCLT,II43,11
"3IN7","8IN2",1
LFIY,LFBG,7
EDTF,LSZI,2
KSFF,WN72,3
LIMC,EBMB,8
VILK,VIDP,29
"1VA5",KLFI,1
KLBB,KHEF,1
KHHR,KPMD,2
SD24,K49B,3
LBSF,LBVR,1
EBLG,CYYZ,1
KJVY,"34II",1
KSFF,ID94,3
KSCK,KLAS,7
KSAF,KSBA,3
KPHL,KMKE,21
"5MI2",KEYE,1
EGKE,EGKB,4
KFLL,KPDK,7
EBAW,LFKJ,1
LEAL,LIPE,6
KLAS,K1G4,9
KMTN,KSFO,1
KBAB,KBAB,12
II18,KRCR,1
OH88,KOXD,1
KSSI,KLZU,3
KMCW,IA31,1
"1IA9","73IA",1
EGBB,LPMA,3
LBBG,EGSS,1
LEMG,EKYT,6
YSTW,YBAF,3
VOYK,VEDG,4
KAUO,KCHS,1
KFRG,KACY,3
KHOU,KORF,1
KSAV,KJQF,5
"78MI","62MI",1
LKPR,LFLL,6
EGKK,LBSB,3
"3TA7","4XS2",1
"4TX8","4XS2",1
LSZH,LTBJ,1
CT13,KLZD,1
KUIN,NY72,1
KLGA,"21MO",2
LHBP,LSZH,22
KPVG,KTEB,1
KDEN,"2FL0",1
KRDU,"70NC",2
KRIC,KOFP,1
GMMW,EBCI,1
K4A0,GA53,1
EKCH,KATL,7
KSUA,KPWK,1
RJGG,WSSS,11
KRZR,KBNA,1
CYPK,KBLI,4
LYBE,LDZB,8
KHOU,KBFI,1
PS46,"1PA3",1
KCHN,KCHN,1
"7TN3",TN83,3
CYQT,CED8,6
EPWA,LGKR,2
NZOM,NZOM,43
LEMD,LPCS,4
K7L8,K7L8,2
USSK,UNWW,1
KCLT,KHTO,1
OG52,KMMV,1
"9NC9",NJ25,2
KBNA,"75FL",2
NZWB,NZWP,1
YGLB,YGLB,2
KIAD,KN71,4
"63OI",OH45,1
EKCH,EKSS,9
KFOD,KPEA,1
KSAV,KSBA,1
KMYF,"9CA0",4
LIRE,LIAR,4
LKMT,LKMT,4
EGBJ,EGVP,1
LEIB,EDRN,1
LHBP,EGHH,2
EGCC,LFOB,9
KLGB,KLAX,1
K27K,KLEX,6
OH15,"0OI4",1
KLAS,KBUF,7
EDDP,EDBI,1
KEDC,"53TX",1
KL26,KAJO,1
LTAI,USPP,3
KGSP,SC24,1
IA68,KPVB,6
KOJC,KPWA,6
KLNS,KBOS,1
"32LL",IL02,1
KDTW,MO94,1
EGTE,EGWU,1
LIMF,LPFR,1
"21XS",KLAX,3
LPPT,CYUL,19
LBSF,EDDV,1
KMHT,CT29,1
KPWK,KMWC,2
K45G,KCAD,1
EKEL,EKMB,1
KONT,KMHR,4
LFBD,LSZH,8
VIDP,LIRF,9
KY23,KJWN,1
K3BS,KDET,2
"4LL7",KJVL,1
LFPO,DAAX,5
EDDB,LFMD,4
KEOS,"83MU",1
KDYR,KSTL,1
CPN8,CES5,1
KDEN,CD03,1
CYBW,CYBA,3
"0TS2",TS53,1
KPVU,KFOM,4
KJFK,YSSY,1
EGSS,CYYC,1
ENGM,LTGP,6
EGHH,LMML,4
KT67,"12TS",1
KDEN,K8D7,4
KRVS,KLAS,6
CYMX,CSE5,2
KPNE,KOPF,2
WN51,KSEA,3
KL38,KBTR,2
KDTN,TA57,1
KMSN,KLAS,1
"55NY",CNJ3,1
CYHM,KBOS,1
KCVG,"28OR",5
CYOW,CYCC,2
KTYS,"8TN8",1
KGYR,KCRQ,6
KORD,KSPI,11
KTVL,KPAO,4
"79MU",KPIR,1
KHND,KSAN,3
LIPS,LIPZ,1
PANC,RKSO,2
CL36,KWLW,1
KAPA,KAKO,2
EGGD,LFBE,2
KJAX,"82FL",4
EHAM,LWOH,4
KDSM,KBNW,8
EKRS,EKAE,1
LIPH,EPPO,3
KLBB,KPWA,3
"60CL",KSAC,1
EGHA,EGHO,3
KDEN,SN76,10
KEVB,KMIA,2
KRDU,KLBT,1
KWHP,"0CL6",4
KIKV,KFCM,4
"14ID",KS78,2
KAUS,KBMQ,3
KFOK,KHWV,3
"08OH",KAXQ,1
KPWK,KHOU,1
LWSK,LIMC,3
KHWV,KCDW,2
KHWY,"4VG2",1
KJQF,KPNE,2
KSRQ,"6IN6",2
EGHN,EGBJ,2
KAMW,KBNW,2
TXKF,CYHZ,1
EGKB,EDHL,1
EGUY,EGSH,3
CL74,KSMX,1
KUNU,KPVB,1
KXNA,KSFB,2
EVRA,LGAV,4
"8TN2",K0A8,1
TE85,"40TE",1
KEFT,KCWI,1
EGPF,LEBL,4
LFMN,LFMD,15
KGVT,KADS,5
TS87,KHOU,2
EGTH,EGTR,4
KPHX,OL23,1
EICK,"05IN",1
SIYX,SDTB,1
KY72,KLSE,1
KMKC,SN45,1
CNP3,CPR2,1
LEBL,ENZV,2
WN28,KGRB,3
"7FD2",KPIE,1
EICK,LSZH,2
YMEN,YSBG,3
KALN,MU21,1
KSDF,"6NJ9",15
"0OI4","39OH",1
"8TX7","7TE7",4
SADP,SADP,7
KFFZ,"18AZ",2
KTEB,KWST,1
DE14,KBWI,1
KGKY,TA01,1
"4VA4",WV22,1
"77TX",XS25,1
KRBD,KOZR,1
YLEE,YLEE,1
KCLM,KPAE,5
EGKB,EGGW,4
YSSY,WMKK,23
KVNY,"88OK",1
LCLK,EGNX,2
LZIB,LIME,7
EYKA,EIDW,5
KIAD,"49OH",16
KLAS,K02G,8
EGLL,KLAS,13
KGTU,TS01,140
KVGT,KSNA,8
DE23,K33N,2
KSAV,"6FD7",1
KLDJ,KSMQ,3
LFPG,GMTT,7
EGGW,LTXE,3
EGNM,EGKB,2
KNHZ,KLEW,5
KAKR,KLHZ,1
LPPT,KORD,5
LSZR,LCPH,1
KITH,KBCT,1
KS45,KONP,2
LTFD,EGGW,1
LFLY,LFMD,2
WN80,WN80,9
KCHA,KBNA,8
KPIT,KSDF,5
KDAL,KEDC,11
KN40,KSMQ,5
KITH,KOWD,2
LIDP,LIPE,3
EVRA,EFTU,6
KLOT,K06C,3
EDDL,LGTS,15
KFCM,KLAR,2
"06TX",TA03,1
KOWD,VT17,1
"2NJ1","2NJ1",2
"59TX","1TA7",1
KSLE,KVUO,2
"32PN","87PA",2
KIAD,TA03,1
KSDF,KAUS,4
KHPN,NK79,1
KLXL,KMIC,8
TA86,K76F,1
EDDL,LIRF,14
MI55,"4MI1",1
KSEA,CAM3,7
"28MA",CYTZ,1
LFML,EIDW,8
KMCO,SC50,1
KHPN,KMSN,5
KNUQ,KSDL,2
EGKE,EGMT,1
KIZG,KIZG,8
KCMH,TS53,1
KSBN,KPDK,1
PS52,KIAD,2
KCLT,CA59,5
KS67,ID63,5
LFPB,EGJJ,3
EGDY,EGUO,1
KDAY,KMSS,1
KEVY,DE09,1
CPZ3,CYTR,7
NZRO,NZTG,3
KAVQ,"37AZ",1
KDHN,KOZR,1
EGSS,LICJ,9
LFMN,LSZM,14
EGVN,EPRJ,4
YSSY,YGTH,22
KFLL,KDAL,10
LMML,EBCI,5
KPDK,"1AL2",1
"73WA",KGEG,1
EGBW,EGBO,3
KSLC,KCOE,1
EDGX,EDTQ,1
KDFW,KCLE,13
KAUO,KTPA,4
"9TN9",KBNA,3
EBCI,LEZL,5
KBKX,SD19,5
K3A1,"2AL7",2
EBLG,LIMC,9
KGHG,KBHB,1
KHPN,KPHL,5
EPRJ,EPML,1
"73TA",K00R,1
"9WN4",WI95,1
LPCS,LPBJ,2
KMQY,K1H8,2
CPN8,CYSA,1
EVRA,LGTS,1
"2TX0",KBFE,1
KFPR,KIMM,1
KC77,"35WI",2
